candidate_id,component,lag_spec,target_lags,exog_lags,HR,hidden_layer_sizes,alpha,seed,max_iter,n_train,n_val,forecast_safe_no_exog_lag0,uses_vmd,search_strategy,search_stage,selected_for_hyperparam_search,fast_screen_rmse,Val RMSE,Val MAE,Val MAPE,Val Directional_Accuracy,eligible_final_selection,n_refit_train_val
6578,raw_no_vmd,"target:[1, 12] | broad_money:[4], ppi_qoq:[1], wti:[6], gold:[5], policy_rate:[1], VNINDEX:[2], NIKKEI225:[5], USDVND:[4]","(1, 12)","{'broad_money': (4,), 'ppi_qoq': (1,), 'wti': (6,), 'gold': (5,), 'policy_rate': (1,), 'VNINDEX': (2,), 'NIKKEI225': (5,), 'USDVND': (4,)}",1,"(1,)",0.01,7,500,239,55,True,False,staged_halving,hyperparam_search,True,0.5731715365365166,0.569751910957353,0.4554126490094365,163.7913406951518,9.25925925925926,True,294
